ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
CYGO,medium_airport,Gods Lake Narrows Airport,617,NA,CA,CA-MB,Gods Lake Narrows,CYGO,YGO,,"54.55889892578125, -94.49140167236328"
CYGP,medium_airport,Gaspé (Michel-Pouliot) Airport,112,NA,CA,CA-QC,Gaspé,CYGP,YGP,,"48.7752990723, -64.4785995483"
CYGQ,medium_airport,Geraldton Greenstone Regional Airport,1144,NA,CA,CA-ON,Geraldton,CYGQ,YGQ,,"49.77830123901367, -86.93939971923828"
CYGR,medium_airport,Îles-de-la-Madeleine Airport,35,NA,CA,CA-QC,Les Îles-de-la-Madeleine,CYGR,YGR,,"47.425242, -61.778612"
CYGT,medium_airport,Igloolik Airport,174,NA,CA,CA-NU,Igloolik,CYGT,YGT,,"69.3647003174, -81.8161010742"
CYGV,medium_airport,Havre-Saint-Pierre Airport,124,NA,CA,CA-QC,Havre-Saint-Pierre,CYGV,YGV,,"50.281898, -63.611401"
CYGW,medium_airport,Kuujjuarapik Airport,34,NA,CA,CA-QC,Kuujjuarapik,CYGW,YGW,,"55.281898498535156, -77.76529693603516"
CYGX,medium_airport,Gillam Airport,476,NA,CA,CA-MB,Gillam,CYGX,YGX,,"56.35749816894531, -94.71060180664062"
CYGZ,medium_airport,Grise Fiord Airport,146,NA,CA,CA-NU,Grise Fiord,CYGZ,YGZ,,"76.4261016846, -82.90920257570001"
CCP4,small_airport,Port Hope Simpson Airport,347,NA,CA,CA-NL,Port Hope Simpson,CCP4,YHA,CCP4,"52.528099060058594, -56.28609848022461"
CYHB,small_airport,Hudson Bay Airport,1175,NA,CA,CA-SK,Hudson Bay,CYHB,YHB,,"52.8166999817, -102.310997009"
CA-0841,seaplane_base,Hakai Passage Water Aerodrome,0,NA,CA,CA-BC,Hecate Island,,YHC,,"51.669733, -128.08181"
CYHD,medium_airport,Dryden Regional Airport,1354,NA,CA,CA-ON,Dryden,CYHD,YHD,,"49.831699, -92.744202"
CYHE,medium_airport,Hope Airport / FVRD Regional Airpark,128,NA,CA,CA-BC,Hope,CYHE,YHE,,"49.368865, -121.49495"
CYHF,medium_airport,Hearst René Fontaine Municipal Airport,827,NA,CA,CA-ON,Hearst,CYHF,YHF,,"49.71419906616211, -83.68609619140625"
CCH4,small_airport,Charlottetown Airport,209,NA,CA,CA-NL,Charlottetown,CCH4,YHG,CCH4,"52.765774, -56.11237"
CAE3,seaplane_base,Campbell River Seaplane Base,,NA,CA,CA-BC,Campbell River,CAE3,YHH,CAE3,"50.049999, -125.25"
CYHI,medium_airport,Ulukhaktok Holman Airport,117,NA,CA,CA-NT,Ulukhaktok,CYHI,YHI,,"70.76280212402344, -117.80599975585938"
CYHK,medium_airport,Gjoa Haven Airport,152,NA,CA,CA-NU,Gjoa Haven,CYHK,YHK,,"68.635597229, -95.84970092770001"
CYHM,medium_airport,John C. Munro Hamilton International Airport,780,NA,CA,CA-ON,Hamilton,CYHM,YHM,,"43.173599243199995, -79.93499755859999"
CYHN,medium_airport,Hornepayne Municipal Airport,1099,NA,CA,CA-ON,Hornepayne,CYHN,YHN,,"49.19309997558594, -84.75890350341797"
CYHO,medium_airport,Hopedale Airport,39,NA,CA,CA-NL,Hopedale,CYHO,YHO,,"55.448757, -60.228124"
CPV7,small_airport,Poplar Hill Airport,1095,NA,CA,CA-ON,Poplar Hill,CYHP,YHP,CPV7,"52.1133, -94.2556"
CYHR,medium_airport,Chevery Airport,39,NA,CA,CA-QC,Chevery,CYHR,YHR,,"50.46889877319336, -59.63669967651367"
CAP3,small_airport,Sechelt-Gibsons Airport,340,NA,CA,CA-BC,Sechelt,CAP3,YHS,CAP3,"49.460601806599996, -123.71900177"
CYHT,medium_airport,Haines Junction Airport,2150,NA,CA,CA-YT,Haines Junction,CYHT,YHT,,"60.7892, -137.546005"
CYHU,medium_airport,Montréal / Saint-Hubert Airport,90,NA,CA,CA-QC,Montréal,CYHU,YHU,,"45.5175018311, -73.4169006348"
CYHY,medium_airport,Hay River / Merlyn Carter Airport,541,NA,CA,CA-NT,Hay River,CYHY,YHY,,"60.8396987915, -115.782997131"
CYHZ,large_airport,Halifax / Stanfield International Airport,477,NA,CA,CA-NS,Halifax,CYHZ,YHZ,,"44.8807983398, -63.5085983276"
WAHI,medium_airport,Yogyakarta International Airport,24,AS,ID,ID-YO,Yogyakarta,WAHI,YIA,,"-7.905338, 110.057264"
CYIB,medium_airport,Atikokan Municipal Airport,1408,NA,CA,CA-ON,Atikokan,CYIB,YIB,,"48.7738990784, -91.6386032104"
ZSYC,medium_airport,Yichun Mingyueshan Airport,430,AS,CN,CN-36,Yichun,ZSYC,YIC,,"27.8025, 114.3062"
ZBES,medium_airport,Arxan Yi'ershi Airport,2925,AS,CN,CN-15,Arxan,ZBES,YIE,,"47.3106, 119.9117"
CYIF,medium_airport,St Augustin Airport,20,NA,CA,CA-QC,St-Augustin,CYIF,YIF,,"51.2117004395, -58.6582984924"
CAF6,seaplane_base,Big Bay Seaplane Base,,NA,CA,CA-BC,Stuart Island,CAF6,YIG,CAF6,"50.3923, -125.1372"
ZHYC,medium_airport,Yichang Sanxia Airport,673,AS,CN,CN-42,Yichang (Xiaoting),ZHYC,YIH,,"30.554132, 111.482563"
CYIK,medium_airport,Ivujivik Airport,126,NA,CA,CA-QC,Ivujivik,CYIK,YIK,,"62.417301177978516, -77.92530059814453"
ZWYN,small_airport,Yining Airport,,AS,CN,CN-65,Ili (Yining / Ghulja),ZWYN,YIN,,"43.955799, 81.330299"
CYIO,medium_airport,Pond Inlet Airport,181,NA,CA,CA-NU,Pond Inlet,CYIO,YIO,,"72.6832962036, -77.9666976929"
KYIP,medium_airport,Willow Run Airport,716,NA,US,US-MI,Detroit,KYIP,YIP,YIP,"42.23789978, -83.53040314"
CYIV,medium_airport,Island Lake Airport,770,NA,CA,CA-MB,Island Lake,CYIV,YIV,,"53.857200622558594, -94.65360260009766"
ZSYW,medium_airport,Yiwu Airport,262,AS,CN,CN-33,Yiwu,ZSYW,YIW,,"29.3446998596, 120.031997681"
CYJA,small_airport,Jasper Airport,3350,NA,CA,CA-AB,Jasper,CYJA,YJA,,"52.996418, -118.060233"
CYJF,medium_airport,Fort Liard Airport,708,NA,CA,CA-NT,Fort Liard,CYJF,YJF,,"60.235801696799996, -123.46900177"
CYJN,medium_airport,St Jean Airport,136,NA,CA,CA-QC,St Jean,CYJN,YJN,,"45.29439926147461, -73.28109741210938"
CEC4,small_airport,Jasper-Hinton Airport,4006,NA,CA,CA-AB,Hinton,CEC4,YJP,CEC4,"53.319199, -117.752998"
KP-0029,small_airport,Samjiyŏn Airport,4547,AS,KP,KP-10,Samjiyŏn,ZKSE,YJS,,"41.907132, 128.409834"
CYJT,medium_airport,Stephenville Airport,84,NA,CA,CA-NL,Stephenville,CYJT,YJT,,"48.5442008972168, -58.54999923706055"
CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,1133,NA,CA,CA-BC,Kamloops,CYKA,YKA,,"50.702202, -120.444"
CYKC,small_airport,Collins Bay Airport,1341,NA,CA,CA-SK,Collins Bay,CYKC,YKC,,"58.236099243199995, -103.678001404"
CYKM,small_airport,Kincardine Municipal Airport,772,NA,CA,CA-ON,Kincardine,CYKM,YKD,CYKM,"44.201401, -81.606697"
CJT3,small_airport,Knee Lake Airport,625,NA,CA,CA-MB,Knee Lake,CJT3,YKE,CJT3,"54.915298, -94.798103"
CYKF,medium_airport,Waterloo Airport,1055,NA,CA,CA-ON,Kitchener,CYKF,YKF,,"43.460800170899994, -80.3786010742"
CYAS,medium_airport,Kangirsuk Airport,403,NA,CA,CA-QC,Kangirsuk,CYAS,YKG,,"60.027198791503906, -69.99919891357422"
ZYYK,medium_airport,Yingkou Lanqi Airport,,AS,CN,CN-21,"Laobian, Yingkou",ZYYK,YKH,,"40.542524, 122.3586"
CYKJ,medium_airport,Key Lake Airport,1679,NA,CA,CA-SK,Key Lake,CYKJ,YKJ,,"57.256099700927734, -105.61799621582031"
CAP7,seaplane_base,Kitkatla Seaplane Base,,NA,CA,CA-BC,Kitkatla,CAP7,YKK,CAP7,"53.7999992371, -130.432998657"
CYKL,medium_airport,Schefferville Airport,1709,NA,CA,CA-QC,Schefferville,CYKL,YKL,,"54.805301666259766, -66.8052978515625"
KYKM,medium_airport,Yakima Air Terminal McAllister Field,1099,NA,US,US-WA,Yakima,KYKM,YKM,YKM,"46.56819916, -120.5439987"
KYKN,medium_airport,Chan Gurney Municipal Airport,1306,NA,US,US-SD,Yankton,KYKN,YKN,YKN,"42.916698455811, -97.385902404785"
LTCW,medium_airport,Hakkari Yüksekova Airport,6400,AS,TR,TR-30,Hakkari,LTCW,YKO,,"37.5497, 44.2381"
CYKQ,medium_airport,Waskaganish Airport,80,NA,CA,CA-QC,Waskaganish,CYKQ,YKQ,,"51.47330093383789, -78.75830078125"
UEEE,medium_airport,Yakutsk Airport,325,AS,RU,RU-SA,Yakutsk,UEEE,YKS,,"62.093299865722656, 129.77099609375"
YKT,seaplane_base,Klemtu Water Aerodrome,0,NA,CA,CA-BC,Klemtu,,YKT,,"52.6076345452, -128.521757126"
CSU2,small_airport,Chisasibi Airport,43,NA,CA,CA-QC,Chisasibi,CSU2,YKU,CSU2,"53.805599212646484, -78.91690063476562"
CYKX,medium_airport,Kirkland Lake Airport,1157,NA,CA,CA-ON,Kirkland Lake,CYKX,YKX,,"48.21030044555664, -79.98139953613281"
CYKY,medium_airport,Kindersley Airport,2277,NA,CA,CA-SK,Kindersley,CYKY,YKY,YKY,"51.5175018311, -109.180999756"
CYKZ,medium_airport,Buttonville Municipal Airport,650,NA,CA,CA-ON,Toronto,CYKZ,YKZ,,"43.86220169067383, -79.37000274658203"
CYLB,small_airport,Lac La Biche Airport,1884,NA,CA,CA-AB,Lac La Biche,CYLB,YLB,,"54.7703018188, -112.031997681"
CYLC,medium_airport,Kimmirut Airport,175,NA,CA,CA-NU,Kimmirut,CYLC,YLC,,"62.848253, -69.877853"
CYLD,medium_airport,Chapleau Airport,1470,NA,CA,CA-ON,Chapleau,CYLD,YLD,,"47.81999969482422, -83.3467025756836"
CEM3,small_airport,Whatì Airport,882,NA,CA,CA-NT,Whatì,CEM3,YLE,CEM3,"63.13169860839844, -117.24600219726562"
YYAL,small_airport,Yalgoo Airport,,OC,AU,AU-WA,Yalgoo,YYAL,YLG,,"-28.355300903299998, 116.683998108"
CYLH,medium_airport,Lansdowne House Airport,834,NA,CA,CA-ON,Lansdowne House,CYLH,YLH,,"52.19559860229492, -87.93419647216797"
EFYL,medium_airport,Ylivieska Airfield,252,EU,FI,FI-14,,EFYL,YLI,,"64.054722, 24.725278"
CYLJ,medium_airport,Meadow Lake Airport,1576,NA,CA,CA-SK,Meadow Lake,CYLJ,YLJ,,"54.125301361083984, -108.52300262451172"
CYLS,small_airport,Barrie-Lake Simcoe Regional Airport,972,NA,CA,CA-ON,Barrie,CYLS,YLK,CYLS,"44.485989, -79.555687"
CYLL,medium_airport,Lloydminster Airport,2193,NA,CA,CA-AB,Lloydminster,CYLL,YLL,,"53.309200286865234, -110.072998046875"
YLP,small_airport,Mingan Airport,70,NA,CA,CA-QC,Longue-Pointe-de-Mingan,,YLP,,"50.2869, -64.1528"
CYLQ,small_airport,La Tuque Airport,548,NA,CA,CA-QC,La Tuque,CYLQ,YLQ,,"47.4096984863, -72.7889022827"
CYLR,medium_airport,Leaf Rapids Airport,959,NA,CA,CA-MB,Leaf Rapids,CYLR,YLR,,"56.513301849365234, -99.98529815673828"
CSH4,small_airport,Lebel-sur-Quevillon Airport,960,NA,CA,CA-QC,Lebel-sur-Quévillon,CSH4,YLS,CSH4,"49.0303001404, -77.0171966553"
CYLT,medium_airport,Alert Airport,100,NA,CA,CA-NU,Alert,CYLT,YLT,,"82.517799, -62.280602"
UBEE,small_airport,Yevlakh Airport,49,AS,AZ,AZ-YE,Yevlakh,UBEE,YLV,,"40.631901, 47.141899"
CYLW,medium_airport,Kelowna International Airport,1421,NA,CA,CA-BC,Kelowna,CYLW,YLW,,"49.9561, -119.377998"
ZGYL,medium_airport,Yulin Fumian Airport,328,AS,CN,CN-45,Yùlín,ZGYL,YLX,,"22.438056, 110.120833"
CYNJ,small_airport,Langley Airport,34,NA,CA,CA-BC,Langley Twp,CYNJ,YLY,,"49.1008, -122.630997"
CYMA,medium_airport,Mayo Airport,1653,NA,CA,CA-YT,Mayo,CYMA,YMA,,"63.61640167236328, -135.8679962158203"
CAD5,small_airport,Merritt Airport,2080,NA,CA,CA-BC,Merritt,CAD5,YMB,CAD5,"50.122798919699996, -120.747001648"
CYME,medium_airport,Matane Airport,102,NA,CA,CA-QC,Matane,CYME,YME,,"48.85689926147461, -67.45330047607422"
CYMG,medium_airport,Manitouwadge Airport,1198,NA,CA,CA-ON,Manitouwadge,CYMG,YMG,,"49.083900451660156, -85.86060333251953"
CYMH,medium_airport,Mary's Harbour Airport,38,NA,CA,CA-NL,Mary's Harbour,CYMH,YMH,,"52.302837, -55.847626"
CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,1892,NA,CA,CA-SK,Moose Jaw,CYMJ,YMJ,,"50.330299377441406, -105.55899810791016"
USDK,small_airport,Mys Kamenny Airport,98,EU,RU,RU-YAN,Mys Kamennyi,USDK,YMK,,"68.467676, 73.596733"
CYML,medium_airport,Charlevoix Airport,977,NA,CA,CA-QC,Charlevoix,CYML,YML,,"47.59749984741211, -70.2238998413086"
CYMM,medium_airport,Fort McMurray Airport,1211,NA,CA,CA-AB,Fort McMurray,CYMM,YMM,,"56.653301239, -111.222000122"
CYFT,medium_airport,Makkovik Airport,234,NA,CA,CA-NL,Makkovik,CYFT,YMN,,"55.077335, -59.187942"
CYMO,medium_airport,Moosonee Airport,30,NA,CA,CA-ON,Moosonee,CYMO,YMO,,"51.291099548339844, -80.60780334472656"
CAT5,small_airport,Port McNeill Airport,225,NA,CA,CA-BC,Port McNeill,CAT5,YMP,CAT5,"50.5756, -127.028999"
SPMS,medium_airport,Moises Benzaquen Rengifo Airport,587,SA,PE,PE-LOR,Yurimaguas,SPMS,YMS,,"-5.893770217895508, -76.11820220947266"
CYMT,medium_airport,Chapais Airport,1270,NA,CA,CA-QC,Chibougamau,CYMT,YMT,,"49.77190017700195, -74.5280990600586"
CAV7,seaplane_base,Mansons Landing Seaplane Base,0,NA,CA,CA-BC,,CAV7,YMU,CAV7,"50.07137, -124.98362"
CA-0504,small_airport,Mary River Aerodrome,584,NA,CA,CA-NU,Mary River,,YMV,CMR2,"71.324167, -79.356944"
CYMW,small_airport,Maniwaki Airport,656,NA,CA,CA-QC,Maniwaki,CYMW,YMW,YMW,"46.2728, -75.990601"
CYMX,medium_airport,Montreal International (Mirabel) Airport,270,NA,CA,CA-QC,Montréal,CYMX,YMX,,"45.679501, -74.038696"
CYNA,medium_airport,Natashquan Airport,39,NA,CA,CA-QC,Natashquan,CYNA,YNA,,"50.189998626708984, -61.78919982910156"
OEYN,medium_airport,Yanbu Airport / Prince Abdul Mohsin bin Abdulaziz international Airport,26,AS,SA,SA-03,Yanbu,OEYN,YNB,,"24.144199, 38.0634"
CYNC,medium_airport,Wemindji Airport,66,NA,CA,CA-QC,Wemindji,CYNC,YNC,,"53.01060104370117, -78.83110046386719"
CYND,medium_airport,Ottawa / Gatineau Airport,211,NA,CA,CA-QC,Gatineau,CYND,YND,CYND,"45.521702, -75.563599"
CYNE,medium_airport,Norway House Airport,734,NA,CA,CA-MB,Norway House,CYNE,YNE,,"53.95830154418945, -97.84420013427734"
KYNG,medium_airport,Youngstown Warren Regional Airport,1192,NA,US,US-OH,Youngstown/Warren,KYNG,YNG,YNG,"41.26070023, -80.67910004"
CYNH,small_airport,Hudsons Hope Airport,2220,NA,CA,CA-BC,Hudson's Hope,CYNH,YNH,,"56.0355987549, -121.975997925"
ZYYJ,medium_airport,Yanji Chaoyangchuan Airport,624,AS,CN,CN-22,Yanji,ZYYJ,YNJ,,"42.8828010559, 129.451004028"
CYNL,medium_airport,Points North Landing Airport,1605,NA,CA,CA-SK,Points North Landing,CYNL,YNL,,"58.27669906616211, -104.08200073242188"
CYNM,medium_airport,Matagami Airport,918,NA,CA,CA-QC,Matagami,CYNM,YNM,,"49.76169967651367, -77.80280303955078"
CKQ3,small_airport,North Spirit Lake Airport,1082,NA,CA,CA-ON,North Spirit Lake,CKQ3,YNO,CKQ3,"52.4900016784668, -92.97109985351562"
CNH2,small_airport,Natuashish Airport,30,NA,CA,CA-NL,Natuashish,CNH2,YNP,CNH2,"55.913898, -61.184399"
CYHH,medium_airport,Nemiscau Airport,802,NA,CA,CA-QC,Nemiscau,CYHH,YNS,,"51.69110107421875, -76.1355972290039"
YNT,large_airport,Yantai Penglai International Airport,154,AS,CN,CN-37,Yantai,ZSYT,YNT,,"37.659724, 120.978124"
CSK6,small_airport,Snap Lake Airport,1557,NA,CA,CA-NT,Snap Lake Mine,CSK6,YNX,CSK6,"63.593601, -110.905998"
RKNY,medium_airport,Yangyang International Airport,241,AS,KR,KR-42,Gonghang-ro,RKNY,YNY,,"38.061298, 128.669006"
ZSYN,medium_airport,Yancheng Nanyang International Airport,,AS,CN,CN-32,Yancheng,ZSYN,YNZ,,"33.425833, 120.203056"
CYOA,medium_airport,Ekati Airport,1536,NA,CA,CA-NT,Ekati,CYOA,YOA,,"64.6988983154, -110.614997864"
CYOC,medium_airport,Old Crow Airport,824,NA,CA,CA-YT,Old Crow,CYOC,YOC,,"67.57060241699219, -139.83900451660156"
CYOD,medium_airport,CFB Cold Lake,1775,NA,CA,CA-AB,Cold Lake,CYOD,YOD,,"54.404998779296875, -110.27899932861328"
CFM4,small_airport,Donnelly Airport,1949,NA,CA,CA-AB,Donnelly,CFM4,YOE,CFM4,"55.7094, -117.094002"
CNT3,small_airport,Ogoki Post Airport,594,NA,CA,CA-ON,Ogoki Post,CYKP,YOG,CYKP,"51.6585998535, -85.9017028809"
CYOH,medium_airport,Oxford House Airport,663,NA,CA,CA-MB,Oxford House,CYOH,YOH,,"54.93330001831055, -95.27890014648438"
YOI,small_airport,Opinaca Aerodrome,692,NA,CA,CA-QC,Éléonore Mine,,YOI,,"52.221944, -76.611944"
CYOJ,medium_airport,High Level Airport,1110,NA,CA,CA-AB,High Level,CYOJ,YOJ,,"58.62139892578125, -117.16500091552734"
DNYO,medium_airport,Yola Airport,599,AF,NG,NG-AD,Yola,DNYO,YOL,,"9.257550239562988, 12.430399894714355"
VQ10,small_airport,Yongphulla Airport,9000,AS,BT,BT-41,Yongphulla,VQTY,YON,,"27.25627, 91.514633"
CYOO,medium_airport,Oshawa Executive Airport,460,NA,CA,CA-ON,Oshawa,CYOO,YOO,CYOO,"43.922798, -78.894997"
CYOP,medium_airport,Rainbow Lake Airport,1759,NA,CA,CA-AB,Rainbow Lake,CYOP,YOP,,"58.49140167236328, -119.40799713134766"
CYOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,1007,NA,CA,CA-ON,Owen Sound,CYOS,YOS,,"44.5903015137, -80.8375015259"
LLYO,small_airport,Yotvata Airfield,249,AS,IL,IL-D,Yotvata,LLYT,YOT,,"29.901111, 35.0675"
CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,374,NA,CA,CA-ON,Ottawa,CYOW,YOW,YOW,"45.322498, -75.669197"
CYPA,medium_airport,Prince Albert Glass Field,1405,NA,CA,CA-SK,Prince Albert,CYPA,YPA,,"53.214199066199996, -105.672996521"
CBS8,small_airport,Alberni Valley Regional Airport,250,NA,CA,CA-BC,Port Alberni,CBS8,YPB,CBS8,"49.321899, -124.931"
CYPC,medium_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,15,NA,CA,CA-NT,Paulatuk,CYPC,YPC,,"69.3608381154, -124.075469971"
CNK4,small_airport,Parry Sound Area Municipal Airport,832,NA,CA,CA-ON,Parry Sound,CNK4,YPD,CNK4,"45.2575, -79.829697"
CYPE,medium_airport,Peace River Airport,1873,NA,CA,CA-AB,Peace River,CYPE,YPE,,"56.226898, -117.446999"
CYPG,medium_airport,Portage-la-Prairie / Southport Airport,885,NA,CA,CA-MB,Portage la Prairie,CYPG,YPG,,"49.903099, -98.273817"
CYPH,medium_airport,Inukjuak Airport,83,NA,CA,CA-QC,Inukjuak,CYPH,YPH,,"58.471900939941406, -78.07689666748047"
CYLA,medium_airport,Aupaluk Airport,119,NA,CA,CA-QC,Aupaluk,CYLA,YPJ,,"59.29669952392578, -69.59970092773438"
CYPL,medium_airport,Pickle Lake Airport,1267,NA,CA,CA-ON,Pickle Lake,CYPL,YPL,,"51.4463996887207, -90.21420288085938"
CYPM,medium_airport,Pikangikum Airport,1114,NA,CA,CA-ON,Pikangikum,CYPM,YPM,,"51.819698333740234, -93.97329711914062"
CYPN,medium_airport,Port Menier Airport,167,NA,CA,CA-QC,Port-Menier,CYPN,YPN,,"49.83639907836914, -64.2885971069336"
CYPO,medium_airport,Peawanuck Airport,173,NA,CA,CA-ON,Peawanuck,CYPO,YPO,,"54.98809814453125, -85.44329833984375"
CYPQ,medium_airport,Peterborough Municipal Airport,628,NA,CA,CA-ON,Peterborough,CYPQ,YPQ,,"44.23, -78.363297"
CYPR,medium_airport,Prince Rupert Airport,116,NA,CA,CA-BC,Prince Rupert,CYPR,YPR,,"54.286098480199996, -130.445007324"
CYPD,medium_airport,Port Hawkesbury Airport,377,NA,CA,CA-NS,Port Hawkesbury,CYPD,YPS,,"45.6567001343, -61.3680992126"
CAG8,seaplane_base,Pender Harbour Seaplane Base,,NA,CA,CA-BC,Sunshine Coast,CAG8,YPT,CAG8,"49.623785, -124.024884"
CYPW,medium_airport,Powell River Airport,425,NA,CA,CA-BC,Powell River,CYPW,YPW,,"49.83420181274414, -124.5"
CYPX,medium_airport,Puvirnituq Airport,74,NA,CA,CA-QC,Puvirnituq,CYPX,YPX,,"60.05059814453125, -77.28690338134766"
CYPY,medium_airport,Fort Chipewyan Airport,761,NA,CA,CA-AB,Fort Chipewyan,CYPY,YPY,,"58.7672004699707, -111.11699676513672"
CYPZ,medium_airport,Burns Lake Airport,2343,NA,CA,CA-BC,Burns Lake,CYPZ,YPZ,YPZ,"54.3764, -125.950996"
CYQA,medium_airport,Muskoka Airport,925,NA,CA,CA-ON,Muskoka,CYQA,YQA,,"44.974700927734375, -79.30329895019531"
CYQB,large_airport,Quebec Jean Lesage International Airport,244,NA,CA,CA-QC,Quebec,CYQB,YQB,YQB,"46.7911, -71.393303"
CYHA,medium_airport,Quaqtaq Airport,103,NA,CA,CA-QC,Quaqtaq,CYHA,YQC,,"61.0463981628418, -69.6177978515625"
CYQD,medium_airport,The Pas Airport,887,NA,CA,CA-MB,The Pas,CYQD,YQD,,"53.97140121459961, -101.09100341796875"
CYQF,medium_airport,Red Deer Regional Airport,2968,NA,CA,CA-AB,Springbrook,CYQF,YQF,,"52.182201, -113.893997"
CYQG,medium_airport,Windsor Airport,622,NA,CA,CA-ON,Windsor,CYQG,YQG,,"42.27560043334961, -82.95559692382812"
CYQH,medium_airport,Watson Lake Airport,2255,NA,CA,CA-YT,Watson Lake,CYQH,YQH,,"60.11640167236328, -128.82200622558594"
CYQI,medium_airport,Yarmouth Airport,141,NA,CA,CA-NS,Yarmouth,CYQI,YQI,,"43.826900482177734, -66.08809661865234"
YQJ,seaplane_base,April Point Seaplane Base,,NA,CA,CA-BC,Quadra Island,,YQJ,,"50.065, -125.235"
CYQK,medium_airport,Kenora Airport,1332,NA,CA,CA-ON,Kenora,CYQK,YQK,,"49.788299560546875, -94.36309814453125"
CYQL,medium_airport,Lethbridge County Airport,3048,NA,CA,CA-AB,Lethbridge,CYQL,YQL,,"49.6302986145, -112.800003052"
CYQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,232,NA,CA,CA-NB,Moncton,CYQM,YQM,,"46.112202, -64.678596"
CYQN,medium_airport,Nakina Airport,1057,NA,CA,CA-ON,Nakina,CYQN,YQN,,"50.18280029296875, -86.69640350341797"
CYQQ,medium_airport,Comox Valley Airport / CFB Comox,84,NA,CA,CA-BC,Comox,CYQQ,YQQ,,"49.7108, -124.887001"
CYQR,medium_airport,Regina International Airport,1894,NA,CA,CA-SK,Regina,CYQR,YQR,,"50.43190002441406, -104.66600036621094"
CYQS,medium_airport,St Thomas Municipal Airport,778,NA,CA,CA-ON,St Thomas,CYQS,YQS,,"42.77000045776367, -81.11080169677734"
CYQT,medium_airport,Thunder Bay Airport,653,NA,CA,CA-ON,Thunder Bay,CYQT,YQT,,"48.37189865112305, -89.32389831542969"
CYQU,medium_airport,Grande Prairie Airport,2195,NA,CA,CA-AB,Grande Prairie,CYQU,YQU,,"55.1796989441, -118.885002136"
CYQV,medium_airport,Yorkton Municipal Airport,1635,NA,CA,CA-SK,Yorkton,CYQV,YQV,,"51.26470184326172, -102.46199798583984"
CYQW,medium_airport,North Battleford Airport,1799,NA,CA,CA-SK,North Battleford,CYQW,YQW,,"52.769409, -108.243742"
CYQX,medium_airport,Gander International Airport / CFB Gander,496,NA,CA,CA-NL,Gander,CYQX,YQX,,"48.936258, -54.567719"
CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,203,NA,CA,CA-NS,Sydney,CYQY,YQY,,"46.1614, -60.047798"
CYQZ,medium_airport,Quesnel Airport,1789,NA,CA,CA-BC,Quesnel,CYQZ,YQZ,,"53.026100158691406, -122.51000213623047"
CYRA,medium_airport,Rae Lakes Airport,723,NA,CA,CA-NT,Gamètì,CYRA,YRA,,"64.11609649658203, -117.30999755859375"
CYRB,medium_airport,Resolute Bay Airport,215,NA,CA,CA-NU,Resolute Bay,CYRB,YRB,,"74.7169036865, -94.9693984985"
YRC,seaplane_base,Refuge Cove Seaplane Base,0,NA,CA,CA-BC,Desolation Sound,,YRC,,"50.1234, -124.843"
YRD,small_airport,Dean River Airport,62,NA,CA,CA-BC,Kimsquit Valley,,YRD,,"52.82371, -126.964957"
CYCA,medium_airport,Cartwright Airport,40,NA,CA,CA-NL,Cartwright,CYCA,YRF,,"53.682501, -57.042303"
CCZ2,small_airport,Rigolet Airport,180,NA,CA,CA-NL,Rigolet,CCZ2,YRG,CCZ2,"54.1796989440918, -58.45750045776367"
CYRI,medium_airport,Rivière-du-Loup Airport,427,NA,CA,CA-QC,Rivière-du-Loup,CYRI,YRI,,"47.764400482177734, -69.58470153808594"
CYRJ,medium_airport,Roberval Airport,586,NA,CA,CA-QC,Roberval,CYRJ,YRJ,,"48.52000045776367, -72.2656021118164"
CYRL,medium_airport,Red Lake Airport,1265,NA,CA,CA-ON,Red Lake,CYRL,YRL,,"51.066898345947266, -93.79309844970703"
CYRM,small_airport,Rocky Mountain House Airport,3244,NA,CA,CA-AB,Rocky Mountain House,CYRM,YRM,,"52.4296989441, -114.903999329"
CAU8,seaplane_base,Rivers Inlet Seaplane Base,,NA,CA,CA-BC,Rivers Inlet,CAU8,YRN,CAU8,"51.683985, -127.264044"
CYRO,medium_airport,Ottawa / Rockcliffe Airport,188,NA,CA,CA-ON,Ottawa,CYRO,YRO,CYRO,"45.4603004456, -75.64610290530001"
CYRQ,medium_airport,Trois-Rivières Airport,199,NA,CA,CA-QC,Trois-Rivières,CYRQ,YRQ,,"46.35279846191406, -72.67939758300781"
CA-0446,small_airport,Stuart Island Airstrip,360,NA,CA,CA-BC,Big Bay,,YRR,,"50.4094474336, -125.131616592"
CYRS,medium_airport,Red Sucker Lake Airport,729,NA,CA,CA-MB,Red Sucker Lake,CYRS,YRS,,"54.167198181152344, -93.55719757080078"
CYRT,medium_airport,Rankin Inlet Airport,94,NA,CA,CA-NU,Rankin Inlet,CYRT,YRT,,"62.8114013672, -92.1157989502"
